"control",270.700480059113,224.399479346155,246.301713100509,229.912572585967,184.871609103161,202.757345668048,273.163269171146,262.098387767399,150.109840376993,256.385174101523,283.32255583925,250.610287594297,252.336167693732,267.019847761656,259.938167873027,164.180892230919,265.210275642577,194.4578565255,268.389200551114,171.688070497557,332.934263215602,226.815739582675,329.132181013193,76.6443108281514,222.64045338023,266.975838120431,300.414656415338,142.720422600037,310.025500127622,354.983071370338,171.199961012186,292.181903757029,130.452160268613,208.920134215333,190.638461842619,306.893531500097,330.442496387948,188.94728120099,402.045034390087,216.563657255572,326.104465624035,308.944216571668,221.657882787963,254.857855593855,176.078168651595,246.528389811717,256.942206383538,248.041048855367,85.5692533281463,342.492160969912,225.570501386211,230.972182311006,174.350970042614,201.585879609789,234.410822122471,123.278152902241,330.229940977981,315.479806271768,101.490081190016,206.731044488685,130.161479923052,186.092933261847,314.600018280633,413.443561430347,211.764986604708,370.57578186817,166.281943623908,269.260703282906,184.643641110348,383.630760682832,296.191527096611,362.624003952584,458.502975400301,202.840268063346,252.926184579079,258.305267384004,365.15243017265,316.192717618683,212.413268156201,306.401904074723,209.255877772128,248.634908057068,114.37298737921,197.422210784577,248.96180970825,249.376792390692,198.609704853574,136.949959943762,303.380417666265,336.370271079508,217.002360663669,180.97180620438,181.412951700733,232.986733409757,89.3134937333862,260.624781049956,287.61242575372,211.729785910625,190.806932449829,183.319300995279
"treatment",168.670935543835,332.539810757895,273.811096633861,335.645060723053,313.66776314591,433.595184640292,355.502745933156,221.91974486024,388.790539931524,322.056180426571,118.036276212251,125.911011432688,230.448510121763,256.520861871212,407.26186928034,239.749212846843,432.055565340625,264.185561713413,323.244223442076,178.044845292224,350.569523807553,264.313729673436,371.832295635574,338.070316757646,230.920524904618,318.230724366486,243.359432979001,289.426073286623,461.125986073708,224.659263136694,319.452005258649,260.942270768677,267.873638020197,227.225596608346,245.913521604836,279.38912257551,395.351765687207,115.663527883639,204.336136423893,215.548729548601,193.581700741445,335.697025318916,305.142299379278,233.065438304436,348.966962944411,278.260235897032,398.217419646851,309.256295423515,287.502048365432,273.167546071242,254.620863807291,264.244324563929,213.371895319807,244.8176936551,204.262693815393,265.599484462099,269.330152562896,231.751117565442,217.109948432563,386.269213890315,287.077016940918,209.777228575366,139.437037796402,403.481886101432,191.003092027611,319.382795287577,290.438152578745,283.109458198245,236.279439392967,275.590975336309,399.548696409487,243.66244153614,278.926494944109,293.437355947939,362.661868915641,300.554358320007,262.07374550795,239.411097263448,220.686069025082,119.400286965949,386.791125731034,137.623842448337,677.284390883774,261.781775194588,388.664226931574,198.641481118864,324.820310363834,262.503252481868,263.127139851187,217.632866805119,405.029958569178,219.229302204792,243.088047771502,265.576496653925,256.673182978911,209.751500862972,457.180099827475,274.76738912629,193.2176985126,284.517963349631
"control",323.736419476787,249.638097600118,222.821543774865,184.556438427026,181.863209624681,242.557826506355,241.511616924308,301.960772004755,265.87848782501,186.855707988745,175.008261483214,218.730409385913,345.377746349009,334.476048998836,101.823727305576,201.70837693295,205.928446810798,143.033798850743,273.44961227739,394.357535024293,140.572379679678,474.994760110648,276.657183888812,315.250411340708,127.936226481752,299.50894737919,376.765267522602,135.976308123655,175.775748278725,234.886297483319,336.455398139848,263.510221405745,241.554209057663,257.425063156003,209.999794615616,152.934727226984,230.516729541265,163.929468077047,259.6815724116,326.51344304912,132.62086483216,230.307438392693,184.454844693484,135.961384949076,294.991326001371,195.791409067181,239.423095634613,321.703781908406,201.1320528335,245.444566836709,308.968811466506,270.962296746048,198.875680914045,139.127801338037,346.937354072386,208.575783966498,213.170709704024,79.8422060218168,300.928238923565,172.950656630313,269.622517564807,231.602404001279,217.534692303357,254.196608461966,221.56835187831,212.092349199092,339.534549203427,196.66593288942,149.872058244881,231.554355238969,100.842878297527,141.096644653965,255.129340679063,182.269623438025,279.357899236132,288.305980568396,253.818666358504,127.271280805749,200.213218746268,255.04363386928,236.332273372371,151.771539578185,118.907611508223,336.04442451697,175.420331143392,225.55062359418,161.648927700252,177.560443229602,217.860382962525,252.411004163351,195.84205890392,147.415864816758,257.204606288612,347.291073672044,353.863676576365,186.651146980718,209.18179264596,199.030722959465,287.269645660872,303.780044565216
"treatment",453.008412349556,663.357951862212,248.024764138832,197.78787074816,408.731101767836,143.230332820311,191.127767865348,346.628860881604,192.232447640589,438.163824230026,400.823218384408,202.043317529195,167.370704346316,327.781806801209,277.532596000935,412.972921032246,304.765131865866,344.045975602191,297.828527265944,285.586119788845,256.267975186051,323.677745314325,538.788856183925,281.312618881499,169.090542643822,237.235166208047,279.06627597023,237.714391162631,277.716772747978,423.365902272204,197.557325185206,332.287970907971,247.154473538538,386.072300172605,273.317972531262,435.270932787167,150.060710394195,268.983622929482,234.017853832359,321.280228687644,289.4804250742,262.977278564712,179.034844660502,377.93571429979,342.557427015309,287.928494959427,492.223163746578,219.039527746242,265.901516619599,200.274220670625,481.585164312861,241.904052771248,312.610757855062,372.109464069164,247.720442883665,262.180419278528,219.993658932561,281.983705495216,182.913438981407,285.485046406372,189.814506881021,217.221318691168,310.972118675574,220.497591405184,147.438703482875,207.775829736093,353.35497584638,347.751711476215,360.474867761426,424.048045448716,767.44168524996,297.923714647648,648.919540900319,174.025442951591,407.633946191792,323.200602348423,552.643077871237,203.735771768187,223.770866226757,180.073374092329,295.087547519167,319.402817313508,412.576574993929,329.812354576946,339.109727718636,287.162578553751,346.324558886742,326.911271162051,258.00888911569,267.960046321858,305.173453255876,472.477053534106,181.216619065892,316.500209493735,192.943478814054,406.676356399178,393.605070915555,367.877967151883,371.340386594059,327.388685076456
"control",234.427178335517,307.875350769754,210.114736935443,118.890019585774,288.49070034439,219.459397018634,230.220250957994,299.248903530644,175.127208678416,235.84434369622,192.433167336797,339.169983443671,217.072194373589,404.943204052627,202.322399163568,198.596199401218,400.090454258711,138.405275937282,313.640433125954,252.966603666994,219.892375210989,256.087712226175,190.82853421609,314.694519229969,211.993881316039,336.558336283168,137.388551127884,229.452778019715,259.603311597164,311.277413566234,164.479391302985,179.07870321163,232.757783252064,182.361414133918,170.882025193085,168.702398041341,245.634787435221,255.741614045564,266.53494381482,238.83844793812,260.080447419977,252.781570997627,272.4046043119,331.803339477804,206.940403183075,173.224249922749,256.889631569162,463.694823553039,375.855774104913,188.374597795992,260.539893891961,179.681931577075,256.832514956626,88.5316691922347,206.914014888664,151.660337936444,187.174849631705,140.547444345519,209.405381760198,156.468297041267,339.186960756242,278.597156571391,380.181638882294,225.771315674612,335.864972415702,366.979260188652,225.993003797015,165.563160497741,293.583965454065,173.281292061329,176.029935142952,239.077861965645,313.711811936529,209.723710463963,349.776457399859,289.960752558148,134.103769145812,376.996612555328,399.147214268901,218.953025506888,244.139944987834,171.320884660394,236.83750118621,263.580212740083,266.701299049846,90.8223119292069,217.122698971457,172.087128885877,266.034451739257,230.144437622744,140.386023995624,151.967221226874,167.166615691294,299.248453393061,179.042420291528,127.787498193949,184.548389530567,150.967205942266,338.965769924948,177.873672082559
"treatment",230.659273487233,312.008226005839,266.510767569235,124.755430770006,182.975212679026,267.809603184738,229.000644815784,355.879116908956,159.952396239753,247.623790449591,273.804856508698,131.427780021054,303.134146064652,237.02384749214,308.126096157781,375.662759719864,448.081520108558,447.404035604015,176.870046092918,331.474180487355,292.941202511611,230.414172466423,186.353950588648,286.743620237513,308.543251130736,266.803423902032,279.70827403378,349.235718285158,373.982849987673,404.868547846265,198.957913860042,284.584699232017,177.740890382808,318.086150884529,271.658766740429,300.901901474488,186.061199318638,384.11348574577,185.300360736193,97.0720144055168,475.978688198236,222.754767745561,228.659726115132,266.717827102635,285.203637278449,246.695161200154,134.657904720839,206.259783245655,277.194489850882,392.240572789693,255.743696907698,345.136079872876,440.692367593033,378.062107818737,140.675093663295,316.675071453874,267.398446491094,242.130436844725,294.052459235938,349.260112327994,297.763422479411,239.439002443205,340.802939044989,347.827604291616,236.512605196202,314.622310415999,233.868431437579,367.665532212939,110.359516981259,367.398658613128,125.452919040282,288.881824408477,427.694091795509,384.09095644419,310.451620117842,215.592952558669,185.509067475146,329.835460181089,354.139263822795,239.1100736828,343.549470999959,272.793760514502,353.101633342138,211.466214452335,379.59292170424,495.291968285141,411.576195150308,176.919650809855,299.362208337003,387.76202076216,203.176660378072,229.347857163802,232.097625133759,353.19054532399,182.681920837849,223.69056501151,321.844014155368,153.617488737427,274.092314387202,139.209192044303
"control",307.019261676741,327.967635757386,196.151168028423,143.96663694843,378.858888043624,193.404432155131,341.307854713406,144.704274429795,148.359378893118,236.240451987577,336.121928126458,272.86156847998,238.736496586162,367.948354739036,213.001402819387,222.185444993996,260.934778280126,210.087966821767,192.488686201193,385.030188668822,137.979284452582,355.678502386716,262.660987968056,166.582768671616,211.751296995023,143.8879689009,146.671718435992,264.969592401847,156.974655177937,172.333121232622,142.292064134359,245.135864342221,178.469746390794,255.003794168941,263.338408188825,443.142899658391,174.929158732015,134.369435197615,251.163992328652,232.645052769137,194.517942737745,243.54617531927,299.32095025256,170.014316869676,258.635111163186,325.584249908643,209.353010144897,108.130706595421,359.09097813493,243.955875535973,199.546593789896,201.668838033596,273.997863909955,170.505054996935,343.769150381843,269.401622175319,235.907017016833,182.636918172516,209.810453840411,234.488784800083,127.314453207725,475.720155144472,301.067008186022,225.315185450321,234.457142049484,413.162763915498,235.902889841078,213.092284215415,282.536793410894,246.119636392179,381.524185614952,185.400161474654,285.736939348312,215.534345011524,200.602596794954,330.417243718494,293.688504205469,150.635505296775,191.786568075841,245.87489341491,226.385050505478,282.256372196708,238.284270420186,217.88151848586,232.235664767641,186.132656779463,275.38977567082,77.2365405581515,292.395711903356,331.531881378794,223.071212482146,355.743303117266,201.114454820284,339.415486408369,202.025066212897,158.557486828535,178.904483200391,127.553936574652,359.078359253422,219.391336317416
"treatment",564.687296518899,543.789621248128,86.3602579419289,327.97350409536,408.869505547156,291.572850166612,299.443339978305,437.474566744579,439.330577890922,406.519394431094,319.521482060586,309.904912174356,316.744833967537,182.407640170223,160.094895799073,262.069177098558,181.192868011056,175.73981688108,233.513850450486,510.230158778002,227.402171588846,273.059401423788,398.268939734618,380.307936587896,354.607553756106,294.070701949858,372.553176205243,183.564195323166,189.501566981657,201.491271720288,159.280205267025,298.56634144604,301.086944466186,514.306292962121,199.100090320242,107.295979100288,238.85770393426,531.039454139136,120.879777367475,201.128280968063,194.031060094333,398.660894713759,294.605531194021,200.648031421683,409.634947537908,326.737053742343,268.121748625671,254.096152736703,328.164641233117,461.270715541318,195.163124201416,272.320370840668,299.117152984223,152.297856337074,228.253360959453,131.763934876853,164.483345586408,183.4185065842,309.211308915466,398.404139830978,571.902404591464,290.459349507744,460.137803164195,283.639672441878,480.769032623579,271.329731107849,360.938686438496,197.563937842139,489.997173789258,317.231283928,380.434295700613,200.750798903808,136.177910270827,648.123069796262,346.982429084035,279.884112970639,256.680295546692,323.912896024083,217.208525124634,396.375163162051,549.338581859972,236.851343984444,358.544975641443,325.606074855296,262.113302295618,285.272781494337,337.293708592539,146.987225560726,495.563098618053,360.280368986035,244.256260035159,336.576401702772,306.4754203367,241.7017409436,190.860475799363,221.568472684079,279.252907640389,198.810149433572,150.421392951242,181.388431421312
"control",164.454379986908,297.421336146331,195.590321384248,450.157609349719,240.123395674984,344.635579732408,225.145258115105,132.97305741453,198.015742767555,258.761314013285,178.153222969363,123.30392696712,160.663863139093,340.039415270889,260.794998661038,282.401165943692,289.007899087723,186.881546294115,260.011132591626,248.501744973559,229.966582910751,367.395446977509,209.601281426596,356.568856032088,241.070448762911,233.696139293788,437.280000102762,131.428560433985,175.774331122104,209.34773217341,306.015117924679,263.522144738992,171.671948220896,261.512971768868,204.062001167796,290.974670863315,207.003625717935,136.490095493076,194.586895017457,199.376703174272,147.956662379043,500.706662078395,186.281943801511,168.552933968349,240.56570926628,294.914712420421,268.888541731593,268.269030134723,258.163506768778,86.7697740152731,147.589766291962,147.589430649624,171.891721144548,104.370081748076,408.922229478011,261.196268829388,330.926479069282,304.746797996206,235.950395413397,242.509891193526,306.271348391371,191.16777549622,352.335348590103,122.660523894307,300.346043264542,229.007298899101,300.648516169532,289.932850958224,179.965798175941,329.387619954769,341.292382802123,167.464552606067,144.759543341161,201.209456918143,201.794948098858,191.177470101147,262.880677771259,277.502425895644,230.560006630176,291.049156395702,144.186098268328,214.250439802551,216.509399962301,323.792742764106,279.2908708838,270.590574474877,174.928549584826,428.063275497096,264.896873311802,161.039271701152,379.320144076659,346.954680565161,115.756644374634,210.939168927265,362.894807349892,116.093122748829,142.740230654038,120.414292048204,128.539034596182,241.291467529786
"treatment",514.385341825465,144.423009474079,481.165956078795,308.884434698703,319.775353213403,193.818130282457,124.160369719656,264.724035511516,430.360191790534,262.899513113012,300.84270344955,308.04825045303,272.901280932522,267.356782898009,231.650703138616,119.950467796413,331.822751689814,316.773597910345,175.308551466574,234.309004648668,218.431129264614,246.313621369627,482.246111736074,137.240855712333,319.58870023247,229.877826710725,343.946403254136,224.081646073287,279.886298860572,222.109933696813,371.79489167266,224.174044401031,442.81538739606,342.451289128372,296.316381545831,251.387270661311,168.596307141426,317.630514529024,357.029227787768,193.768176655377,232.009796297583,263.592839963601,353.783018445539,305.674403485899,220.646035236472,183.013031779005,383.010283574132,174.087247921735,365.858526762966,229.657598489993,224.543447157296,510.895018220703,235.572589804685,356.545544083962,191.985637275845,324.92277585829,396.820413374235,321.482607824846,217.764979745836,299.273486430429,262.077866289727,248.728291913706,239.098211216405,403.886930690386,490.53825031935,154.341780817752,249.172214625955,184.069593081615,253.974761664202,509.210831260519,470.741112432038,512.038067662882,353.471770897031,156.050927548362,214.251107813421,326.584774478013,391.680488114765,242.389876455936,391.470083425111,187.083456198374,473.3627584402,118.924527204871,327.685768553016,542.398482553981,148.498383773241,334.463985433111,111.007899014561,125.248693569379,235.071395231742,256.077141960845,249.13691970167,218.104913255913,312.717796167066,388.239138010319,174.833892594934,207.401076524221,233.684065114756,282.549145942359,346.598227661522,313.647585909389
